,LB10,LB11,LB12,LB18,LB19,LB20,LB21,LB22,LB3,LB4,LB5,LB7,LB9,LL11,LL12,LL18,LL19,LL21,LL22,LL3,LL5,LL6,LL7,LL8,LL9,WB11,WB14,WB15,WB16,WB17,WB25,WB27,WB29,WB7,WB8,WB9,WL11,WL12,WL14,WL15,WL23,WL24,WL26,WL27,WL5,WL7,WL8,WL9
K09917,19,39,35,103,40,72,21,104,128,129,91,300,29,0,5,17,52,0,33,47,45,32,11,73,0,390,33,46,32,21,48,21,43,279,727,150,93,58,64,62,119,141,296,101,196,226,192,471
K09918,40,34,41,139,78,107,21,175,125,167,157,350,35,6,17,39,60,0,55,62,73,49,25,90,0,624,57,62,133,42,82,49,42,921,880,381,106,92,135,103,173,210,427,195,260,262,197,601
K09919,1362,662,825,1275,2479,1360,478,572,1748,836,1172,1970,400,101,12,2291,2619,200,326,402,0,14,45,237,486,8177,3066,3561,2297,2729,2581,1841,5271,7643,7577,4472,4283,5853,4113,3553,5981,3770,4372,3306,8060,8788,7055,6831
K09920,56,56,105,165,109,162,24,181,194,250,220,542,83,10,9,52,129,15,44,92,131,64,26,170,0,778,97,75,158,59,92,67,61,1286,1130,544,164,143,164,136,203,230,516,252,408,366,333,913
K09921,93,89,93,392,200,300,81,347,489,328,298,1020,110,30,26,180,225,94,83,235,173,123,80,196,5,2358,879,1111,889,848,741,501,1876,2502,3490,1214,1524,2259,1862,1276,2884,2101,2684,2080,3495,3887,3501,4229
K09922,404,182,225,463,920,493,210,199,758,333,328,937,86,0,0,38,12,29,0,0,0,0,0,0,0,1019,937,1513,976,1523,2396,1803,2091,633,462,379,1096,822,866,1326,1380,1136,1653,1314,547,564,697,727
K09923,55,55,48,140,76,138,18,157,112,163,144,392,44,15,31,106,209,24,75,209,86,63,71,174,0,1336,159,163,319,29,119,87,146,1186,2795,590,487,767,757,501,841,990,1126,920,3625,3742,2891,3463
K09924,533,266,303,407,987,591,161,201,709,328,459,608,150,66,4,1028,1321,74,172,261,0,20,41,139,289,611,1113,1694,1268,1371,2793,2021,1508,1380,1243,855,1908,1845,1495,1467,1947,2131,2688,2958,2521,2735,2068,2184
K09925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,36,93,34,43,107,53,40,27,0,0,314,241,171,256,260,269,456,191,0,0,0,0
K09926,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,76,109,44,22,88,0,6,37,46,0,688,477,703,557,478,457,273,1058,1116,1103,524,763,1385,1074,717,1596,1229,1184,1179,2512,2670,2351,2413
K09927,3058,2274,2295,1745,4916,3909,916,1098,960,1522,1815,3358,984,147,69,285,708,163,137,453,202,125,118,428,210,3366,1751,1614,1663,1418,1806,1046,2496,2213,5250,1281,1978,3338,2299,1601,2696,2516,3249,2206,5864,5823,4466,5804
K09928,556,246,268,286,793,429,131,143,5,0,0,22,95,46,0,66,126,65,11,97,0,0,35,18,37,3673,1860,2333,1763,2033,3405,2686,2477,4005,3287,2445,2640,2559,2228,2480,2721,2388,2914,2481,5194,5037,4384,3735
K09929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,108,952,1823,1137,1666,3314,2457,1150,8,0,21,1483,622,806,1593,1046,1572,1958,1876,16,0,0,0
K09930,50,345,318,245,2252,503,147,36,189,295,28,580,75,211,24,398,661,172,14,241,0,0,89,201,819,3972,2986,4277,3333,4028,5121,3804,5337,1999,4440,1270,4331,5339,4818,3642,6850,5130,6280,5531,6878,7615,6493,6836
K09931,8,59,3,62,62,10,32,14,178,46,48,382,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,8,0,0,13,0,7,0,12,0,0,0,0
K09932,6,57,54,37,78,63,0,18,139,149,134,229,51,0,0,56,147,17,29,107,0,10,24,6,23,756,264,220,235,125,401,165,261,1051,1624,612,404,655,528,249,614,467,770,430,1574,2096,1552,1436
K09933,103,96,100,259,129,226,18,237,267,299,237,693,0,7,20,117,175,34,95,127,145,83,15,165,26,2235,1285,1209,1139,1103,2116,706,1764,2714,2654,1129,1432,2718,1353,1102,2391,1091,2178,1151,1445,1490,1452,2314
K09934,85,78,125,0,0,0,0,0,0,0,0,0,107,10,16,0,0,0,0,0,0,0,0,159,7,101,12,79,43,46,30,0,60,13,21,18,0,16,0,0,45,11,13,0,6,23,0,76
K09935,0,8,0,74,115,7,18,50,104,0,0,245,0,0,0,0,12,0,0,0,0,27,0,47,4,11,447,1063,730,888,661,301,741,53,202,121,1699,1435,873,2023,2003,1301,1803,1211,0,13,0,175
K09936,1338,1374,1273,306,2128,1915,777,248,382,501,291,1013,439,6,0,2062,2832,43,282,380,12,132,58,125,442,829,1138,2075,1523,1496,2819,2003,2027,1048,1650,997,1775,1373,1625,2809,2574,2442,3015,2309,2756,2807,2621,2479
K09937,325,139,249,365,484,357,116,223,445,239,333,640,87,25,10,46,71,47,42,59,68,34,19,109,29,687,181,323,166,222,207,155,445,463,912,250,289,453,300,276,536,425,601,311,500,547,531,959
K09938,0,0,0,0,11,0,0,0,118,52,48,73,0,0,0,0,0,0,0,0,0,0,0,8,0,131,6,7,20,20,0,0,24,1213,0,500,0,0,2,0,31,0,0,8,9,0,0,0
K09939,0,0,0,0,0,0,0,0,13,0,0,0,0,25,0,98,10,135,3,19,0,0,0,51,0,1170,1286,2078,1264,1846,6051,1213,2736,672,878,631,1651,2587,1769,1205,3348,1653,2087,1696,893,886,1422,1254
K09940,663,669,706,134,1068,886,204,132,241,137,258,290,241,19,0,20,106,0,0,0,0,0,0,0,38,180,58,50,35,120,137,0,75,687,56,272,60,113,113,116,135,74,175,30,28,0,0,38
K09941,16,0,0,4,0,4,0,0,0,0,0,0,0,4,0,71,104,47,0,129,0,0,48,66,0,1342,562,774,545,555,504,414,1405,633,1550,526,1230,1765,1335,945,2166,1512,1581,1413,2633,2954,2716,2718
K09943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,15,0,0,34,0,0,32,0,0,0,0,0,0,0
K09945,198,144,263,623,641,645,127,483,1643,876,1004,2303,142,116,34,1216,1532,68,263,250,171,80,9,272,302,1570,211,142,227,171,217,101,331,1856,1659,811,476,701,437,413,872,719,1151,697,498,593,752,1044
K09946,486,477,508,238,810,720,171,181,177,226,227,565,228,26,14,62,100,14,73,53,92,47,16,126,37,2292,1821,2137,1525,2010,3648,2046,2630,1948,1945,1156,3375,2247,1939,3152,2771,2427,3332,2425,1513,1513,1374,1468
K09947,1087,529,556,491,1683,879,320,356,1244,588,284,909,177,111,24,0,64,46,0,0,0,0,0,13,118,193,21,18,103,54,80,0,146,1460,71,502,67,203,26,24,80,73,34,34,7,62,52,0
K09948,416,184,210,198,566,346,146,103,69,54,46,38,65,40,0,0,0,21,0,0,0,0,0,5,24,2759,682,791,416,784,775,443,1323,3153,2042,1837,1124,1318,972,885,1074,641,798,531,2441,2269,2121,1235
K09949,899,363,457,809,1553,1008,294,321,1216,561,703,1397,158,94,7,1464,1849,41,185,131,10,0,0,133,330,511,114,229,107,163,364,182,496,286,135,69,69,96,94,73,103,64,104,112,16,65,26,27
K09950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,106,17,22,126,0,2,35,0,0,620,529,636,401,311,522,238,479,1841,1436,884,587,1319,689,589,1593,797,482,485,1423,1856,1001,2061
K09951,127,63,125,119,169,257,79,188,1869,1150,618,1536,60,50,8,415,516,0,80,24,0,33,0,180,58,293,308,502,302,318,351,177,472,171,269,141,884,566,659,795,841,1111,1115,652,4,0,0,286
K09952,93,13,0,347,791,1311,122,546,9977,5317,3367,7969,2,16,12,0,81,11,41,0,0,0,0,240,0,1784,929,901,1743,968,1550,705,1832,897,579,261,5777,2536,2777,6099,3704,4607,4852,4081,0,5,5,29
K09953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,24,0,133,27,0,83,0,0,0,67,145,146,197,66,0,177,0,0,0,0,0
K09954,27,25,30,112,51,100,17,86,103,92,95,314,30,0,6,63,95,30,53,117,55,34,36,117,13,951,594,515,648,514,676,307,849,1203,1572,589,1523,1821,1308,1455,2055,1504,1939,1437,2027,2034,1808,2208
K09955,3600,2052,2124,1625,6096,3153,1194,956,956,691,724,1815,937,223,48,34,245,146,0,53,0,0,0,57,334,944,7553,11117,6159,7343,10382,4672,13007,1944,4812,3924,4921,14053,7014,6897,12279,6519,8415,4211,148,369,200,5512
K09956,344,156,172,182,522,285,113,72,106,0,0,249,47,0,0,0,29,0,0,0,0,0,0,0,10,1934,865,1273,792,1179,2011,1578,1184,1748,1320,1146,1750,1257,1124,1430,1347,1281,1934,1319,1449,1432,1339,786
K09957,301,210,188,195,690,127,154,146,27,0,17,10,72,6,0,9,37,0,0,0,0,0,0,0,36,43,92,140,112,92,184,132,252,41,29,11,103,99,168,415,564,129,166,232,0,2,0,22
K09958,72,52,90,40,111,79,13,46,678,341,146,658,130,14,23,157,127,81,16,101,0,0,36,195,10,1207,1273,1781,1331,1524,2295,1433,2988,1371,2120,1006,2088,2104,1645,2002,2760,1878,2575,1608,1890,2134,1747,2434
K09959,1292,1085,965,354,2200,1617,409,258,231,274,189,602,343,38,0,939,1047,100,171,125,0,0,25,104,228,3229,1311,1423,1107,1226,1458,865,2382,2637,2897,1669,2825,3507,2408,2186,3504,2292,2844,2169,3737,3985,3533,3015
K09960,34,45,65,118,169,0,47,118,0,0,0,59,59,11,16,143,228,12,10,12,0,0,0,90,11,166,415,785,340,326,766,518,955,197,95,28,1046,1136,1123,694,1676,1461,2283,1005,888,73,1415,1847
K09961,138,157,262,538,453,413,109,557,416,501,432,1447,224,7,10,285,540,44,177,177,252,121,53,352,21,2230,463,755,369,405,816,600,994,1639,3001,745,1129,1255,957,763,1833,1650,2502,1321,1810,853,2152,3880
K09962,33,0,0,298,216,186,62,233,453,246,160,1000,61,8,0,122,134,39,68,113,120,54,13,14,25,936,1149,1922,1364,1708,3734,3213,1471,726,873,375,2096,1295,1258,1067,1783,1884,2919,2198,1042,1279,1303,1739
K09963,158,149,202,346,629,531,4,389,96,361,382,234,158,47,89,76,309,0,0,8,0,164,18,415,0,166,0,0,22,0,0,0,0,30,0,0,126,43,279,77,373,305,485,219,279,383,117,179
K09964,8,36,43,105,54,47,5,0,0,0,2,5,26,0,0,0,145,0,13,0,0,0,0,0,0,55,132,98,181,164,182,52,262,12,31,16,891,479,413,861,605,661,800,575,72,9,0,2
K09965,656,309,417,646,1114,756,251,487,245,314,522,727,234,14,23,1182,1490,16,206,207,122,47,5,165,192,1285,370,560,402,478,603,504,900,958,1076,572,423,431,68,174,357,186,268,203,493,999,398,978
K09966,0,0,0,73,55,0,16,0,106,0,0,225,0,0,0,31,16,25,0,10,0,0,0,6,6,76,565,767,572,840,1568,1051,782,115,192,116,1299,700,795,1021,1311,1136,1382,1354,790,821,782,1003
K09967,181,404,405,404,601,552,176,147,1899,1106,581,1776,91,83,7,694,1064,24,93,99,0,14,0,164,172,1940,1800,2867,2009,2124,3311,2413,3280,2386,4069,1852,2081,1729,1778,1277,2332,2803,5311,3053,24,234,599,98
K09968,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,61,0,0,8,24,0,0,0,82,13,15,0,115,0,0,0,22,0,0
K09969,3985,2043,2162,5464,8618,5638,1995,2368,5724,1790,5797,7372,1062,99,10,1842,2401,126,326,206,0,2,0,339,504,2013,1276,1431,1182,847,789,498,2617,2342,1862,988,431,661,428,319,1039,554,927,441,551,246,1270,1147
K09970,2158,1031,1356,2693,4811,3248,1075,1272,2291,1073,3482,2489,656,116,23,1766,2286,85,302,185,0,0,0,299,411,1802,1168,1246,1250,828,717,557,2528,2324,1866,1081,453,691,450,340,984,606,980,442,444,275,1010,871
K09971,2263,1099,1367,2663,5225,3374,949,1293,2426,1023,3724,2537,567,131,21,1894,2470,115,345,245,4,0,0,337,529,1762,1184,1365,1261,916,833,649,2600,2265,1760,1097,428,662,343,324,1067,589,1041,472,438,222,1110,877
K09972,1860,918,1034,1914,3431,2118,765,812,1627,675,2095,1672,388,99,7,1405,1692,114,251,141,0,0,0,219,323,904,460,379,553,316,536,202,865,1532,1123,869,325,422,334,179,597,381,756,338,6,180,280,47
K09973,171,175,158,348,232,358,73,272,254,332,268,694,128,132,40,103,271,93,126,113,146,133,25,291,114,6243,2506,3496,3073,3220,3415,2321,5156,5939,6254,3846,6481,6101,4397,4872,6690,4346,6082,4084,5012,5462,5240,4908
K09974,0,0,0,0,8,0,9,0,0,0,12,0,0,0,0,5,64,0,0,14,0,26,0,0,0,35,107,236,106,162,282,56,180,0,120,67,185,247,188,149,231,263,157,39,8,33,33,199
K09975,112,138,199,404,274,348,79,258,310,318,546,649,131,0,23,163,239,68,78,204,116,69,63,197,10,1535,501,750,838,615,449,91,1097,1867,2657,972,1528,2303,1698,1740,2876,1832,2026,1854,2761,3372,3050,3550
K09976,0,0,0,45,95,97,0,86,0,55,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,5,0,19,0,0,0,5,0,35,34,0,12
K09977,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,90,177,0,24,145,0,12,67,26,7,735,1384,1896,1750,1837,3798,3006,1741,278,1488,365,2462,2278,2181,2725,2812,3328,3387,3585,3376,3520,2975,2825
K09978,37,28,49,109,57,78,25,130,101,152,115,310,50,0,0,47,76,7,46,47,53,32,12,76,0,2641,629,741,364,625,590,461,1124,2441,2525,1513,922,1056,810,614,909,502,730,421,2174,1999,1759,1508
K09979,74,123,155,270,192,230,76,230,217,233,169,446,109,14,17,37,82,0,42,159,97,65,50,92,12,1057,89,94,112,59,49,37,74,688,2016,379,203,209,173,177,276,383,533,304,1859,2106,1698,2219
K09980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,57,17,26,0,39,0,0,0,54,81,49,31,93,65,25,61,0,0,0,0
K09981,0,38,44,38,33,23,18,0,4,0,11,0,14,0,0,0,17,0,0,7,0,0,0,10,15,0,0,9,0,16,11,0,16,8,21,19,24,56,12,17,62,90,102,43,2,59,144,45
K09982,296,124,150,106,463,260,75,119,421,202,63,343,62,20,5,6,4,0,0,0,0,0,0,3,35,27,70,204,88,210,153,53,130,14,48,43,122,91,133,86,135,137,352,150,0,0,0,0
K09983,671,366,418,659,1249,770,245,430,336,284,525,681,232,28,18,94,128,45,62,91,100,85,11,169,0,4394,1136,1462,617,1087,820,414,2044,3542,3365,2334,1893,2594,1750,1241,2478,1331,1774,1214,3635,3569,3384,3034
K09984,16,35,54,150,214,128,72,30,124,43,186,279,6,0,0,50,59,10,16,11,0,14,0,0,0,2013,614,717,408,510,630,400,1258,1623,1711,1125,1009,1212,950,732,1084,801,979,683,1859,1760,1899,773
K09985,688,377,348,481,1231,790,224,216,918,503,564,1069,125,62,0,1032,1274,44,170,108,0,11,0,64,217,3180,813,1038,571,789,988,656,1595,2906,2085,1841,1105,1325,978,712,995,464,711,458,2204,2221,2008,1032
K09986,677,349,462,691,1485,867,259,326,924,545,527,1195,131,71,8,1123,1362,52,151,131,5,7,0,134,224,3260,1691,2411,1630,2151,3766,3015,2769,3470,2311,2292,2446,1902,1656,2163,2026,1839,2513,1964,2286,2265,2109,1202
K09987,866,467,570,821,1556,964,451,346,1076,606,647,1073,184,116,23,1664,2015,88,283,184,10,11,0,159,447,4036,1326,1393,813,1222,1625,1093,2366,3657,3111,2310,1523,1915,1231,1059,1416,800,1140,644,3105,3214,2740,1839
K09988,23,112,83,239,1064,295,51,279,197,241,192,552,4,49,6,57,124,48,83,74,120,63,15,14,83,762,103,41,225,47,94,3,140,652,1501,321,77,111,97,71,203,162,227,152,350,443,338,829
K09989,214,203,209,751,646,662,237,176,408,168,710,847,72,169,61,2487,3046,250,427,442,5,18,91,306,551,7408,3125,4189,2969,3453,5311,3841,5234,7733,6605,4845,6453,6558,5262,5466,7396,5812,6551,6059,9208,10110,9282,7133
K09990,664,322,369,358,1096,605,166,168,112,90,77,194,160,0,0,8,0,0,0,0,0,0,0,12,10,108,447,498,596,652,782,480,1101,108,82,50,1584,1625,885,1782,1826,1114,1450,1234,0,135,34,25
K09991,693,294,339,583,1204,736,285,229,706,304,500,908,163,81,24,486,973,25,106,77,0,0,0,116,413,2821,671,1066,526,812,1184,840,1675,2174,1945,1529,1082,1183,664,665,964,467,588,365,1771,1867,1622,917
K09992,647,409,389,396,1300,595,573,218,274,501,455,603,211,12,0,13,77,0,0,6,0,0,0,8,89,563,3641,5004,3709,3770,6145,4202,7712,407,1562,323,1877,1943,1046,1353,2216,727,1123,555,10,0,21,731
K09994,0,0,0,168,92,114,0,6,57,6,329,161,25,0,0,55,110,19,0,104,0,0,26,0,0,569,151,169,87,142,69,37,226,189,1032,170,561,856,703,543,891,776,802,730,1989,2139,1559,1864
K09996,84,47,96,220,146,188,28,207,285,299,249,680,71,14,42,77,136,6,68,88,154,82,11,126,0,987,160,151,180,141,243,146,204,822,1761,385,370,383,384,304,473,565,1261,511,436,501,396,1169
K09997,85,79,124,244,89,234,46,279,251,333,238,640,107,7,20,77,138,0,78,91,142,69,13,135,11,1089,109,96,143,82,145,62,112,782,1819,396,260,233,235,250,341,408,804,352,421,502,374,1088
K09998,58,60,102,225,122,180,39,224,260,269,235,593,72,0,0,64,132,7,82,87,129,48,30,141,0,987,97,92,170,58,139,104,97,709,1579,309,160,246,274,190,392,330,683,343,386,491,366,922
K09999,69,90,115,250,142,232,41,203,251,346,240,636,93,12,14,88,154,14,104,83,150,70,0,175,8,1100,111,118,163,41,172,78,109,764,1710,382,190,228,263,183,380,408,767,376,430,520,445,1132
K10000,74,72,101,235,135,250,46,322,335,302,229,733,103,10,11,91,114,7,96,100,138,91,12,201,0,1116,113,100,216,31,147,84,143,869,1833,415,253,211,291,186,380,439,887,300,430,565,415,1199
K10001,269,251,403,853,792,764,200,512,1541,1107,1103,2068,238,120,20,484,494,369,183,432,197,101,83,367,64,3628,2021,2773,2490,2427,4279,3067,3496,4088,5721,2148,6830,7456,5787,5839,10622,7711,8405,6516,10879,12386,10275,13193
K10002,160,128,158,485,163,408,48,359,1021,646,737,1191,86,31,26,251,324,68,139,287,158,92,71,236,37,1783,1130,1596,1320,1370,2809,2089,1835,2206,3618,1143,2939,2817,2383,2583,4115,3349,4007,3266,4497,4826,4102,4937
K10003,182,108,134,351,196,255,79,335,1147,766,420,1434,93,15,36,183,360,46,124,232,174,55,74,264,30,2009,1217,1723,1493,1484,3146,2496,1961,2243,3888,1181,3341,3147,2582,2763,4340,3655,4229,3571,4883,4750,4226,5230
K10004,190,113,209,332,177,297,103,371,1044,660,391,928,134,58,50,209,360,88,165,333,166,113,60,241,14,2378,1811,2177,2026,1594,3229,2429,2297,2214,3869,1043,3334,3323,3167,3434,4483,4284,4945,4344,4928,4985,4457,5317
K10005,1292,1300,1087,260,2146,1682,401,235,326,258,278,875,439,0,0,5,0,0,6,0,0,0,0,10,0,260,46,25,60,10,15,0,10,150,97,93,87,132,54,185,141,141,121,38,0,0,0,0
K10006,1126,1062,970,207,1781,1320,324,212,285,203,174,609,324,0,0,6,5,0,0,0,0,0,0,0,0,161,9,0,59,10,9,5,4,91,55,62,62,75,43,152,96,85,80,38,0,0,0,0
K10007,1594,1394,1265,298,2397,1882,416,268,336,350,250,925,437,0,0,0,3,0,14,0,0,0,0,6,0,290,36,0,75,21,17,0,36,98,80,77,94,85,56,183,114,135,108,56,0,0,0,0
K10008,1193,1122,1019,304,1871,1637,332,211,336,303,205,880,367,0,0,0,0,0,0,0,0,0,0,0,0,296,7,0,70,0,37,0,14,108,86,68,0,0,0,0,15,0,0,0,0,0,0,0
K10009,185,138,133,266,166,250,27,267,261,261,285,630,104,58,30,229,567,47,108,367,174,84,83,185,63,2279,583,445,767,302,416,168,599,2348,4008,1196,1594,2420,2193,1417,3085,2782,2957,2494,4880,5687,4911,5175
K10010,174,123,199,279,183,311,57,280,274,248,339,684,91,85,17,193,388,59,117,201,141,74,38,207,79,1719,147,164,256,143,258,91,163,2168,2952,1042,754,1172,934,550,1500,1334,1641,1071,2533,3088,2849,3235
K10011,974,484,636,847,728,1176,263,683,564,793,536,1693,397,46,46,282,420,105,180,272,346,164,49,373,23,3826,781,1427,1047,965,1323,501,1660,2758,5671,1507,1806,2405,1882,1172,3544,2227,3437,2216,2149,2440,1562,4607
K10012,1784,1776,1539,675,3033,2493,590,528,628,487,377,1611,736,14,19,153,171,95,85,115,167,92,15,202,34,1973,518,1215,764,635,755,417,1050,1287,2846,961,1392,1901,1430,973,2858,1712,2103,1792,1952,1970,2059,3484
K10013,40,30,66,289,114,206,49,238,263,325,281,709,39,0,14,164,362,21,106,274,171,69,89,138,29,1775,474,236,778,141,290,170,331,1558,5174,1034,1235,2234,1694,1462,2006,2640,3360,1991,3780,3903,2853,3966
K10014,179,145,253,545,301,470,87,591,569,590,541,1614,237,37,26,181,473,23,191,321,320,144,35,396,0,2718,141,143,342,86,186,115,157,1713,4493,992,709,1146,812,534,1260,1276,1903,977,3224,3890,3007,4449
K10015,148,121,201,443,233,445,39,423,494,604,490,1332,189,49,13,305,549,16,237,394,284,141,161,342,18,3023,626,327,800,175,231,173,446,1862,5222,986,1326,2022,2064,1464,2395,2646,3113,2116,5497,5927,3932,6535
K10016,218,143,222,526,253,353,73,483,487,543,443,1216,179,34,33,270,503,66,237,357,304,157,138,348,22,2944,619,251,763,129,200,183,374,1972,5110,947,1223,1990,2038,1454,2254,2508,2737,1999,4953,5967,3756,6264
K10017,495,91,118,292,348,463,58,289,303,399,222,784,140,36,27,304,458,27,156,398,172,101,124,301,2,2390,687,389,897,225,213,205,517,1393,4631,749,1465,2372,2202,1607,2564,2706,2994,2368,5358,6028,3847,5672
K10018,84,195,177,328,492,465,129,87,287,109,586,207,69,163,10,0,64,88,0,0,0,0,0,62,153,162,26,40,61,115,42,0,131,442,1234,364,41,71,39,24,37,69,43,23,5,135,78,25
K10019,39,168,123,285,443,359,59,63,217,104,522,156,89,106,0,0,80,79,0,0,0,0,0,58,132,132,54,81,88,97,83,0,216,408,1061,278,34,56,91,25,40,38,22,32,18,158,29,33
K10020,30,146,118,289,371,369,89,66,212,68,556,153,76,129,25,0,67,47,0,0,0,0,0,37,136,129,38,27,68,123,68,0,190,470,1167,336,40,95,33,26,33,40,36,18,0,168,13,20
K10021,23,165,112,383,616,521,116,123,248,93,895,180,102,69,15,29,40,67,0,0,0,0,0,82,54,236,81,181,153,320,319,106,262,710,1819,457,816,1026,822,432,1494,780,965,598,1678,1771,1548,2022
K10022,352,0,0,0,198,164,0,26,0,0,0,0,0,0,0,127,281,38,40,294,0,10,116,66,3,1651,147,138,137,30,29,64,97,1614,2991,766,754,1476,961,451,1243,1085,813,794,5515,6310,4859,4795
K10023,410,17,54,37,189,168,14,8,0,0,0,0,0,0,0,85,144,34,11,91,0,21,26,18,0,698,103,47,106,25,52,28,67,1147,1338,552,292,783,447,200,593,489,390,388,2357,2682,1845,2179
K10024,363,19,0,0,164,161,0,17,0,0,0,0,0,0,0,48,146,30,7,88,0,12,38,38,0,640,127,55,79,46,63,55,75,1131,1223,550,316,653,410,183,531,448,359,360,2197,2515,1774,1825
K10025,0,9,0,41,0,5,4,40,0,0,0,0,0,0,0,71,148,15,5,112,0,5,50,60,0,778,76,62,146,16,44,10,57,1246,1604,627,369,731,518,202,679,594,374,410,2567,2954,2191,2349
K10026,76,202,207,621,675,625,70,477,1259,863,615,1893,98,50,30,1466,1682,98,337,399,211,144,79,322,229,6537,3214,4329,3204,3700,5583,4099,5321,5926,6311,3254,5837,6241,4833,5733,6702,5696,7019,5262,6370,6998,5940,5971
K10027,2296,2142,2054,747,3732,2920,662,384,1276,866,921,2357,777,133,12,2857,3589,82,517,398,0,31,0,216,777,8073,3607,3955,3079,3300,4561,2520,6153,9461,6987,5601,6159,7403,4722,5766,6064,3635,5185,3051,6238,6158,5238,3918
K10036,561,73,126,250,1478,497,33,257,271,287,211,656,120,29,43,86,170,41,79,99,150,78,27,212,0,1028,170,192,403,89,245,167,231,915,2118,545,500,476,488,432,627,732,1529,648,488,584,461,1098
K10037,68,92,109,200,125,245,29,266,213,230,169,544,69,14,31,92,143,19,60,89,134,69,40,216,15,1059,130,145,274,66,222,143,205,814,1982,437,366,478,418,397,519,640,1351,533,406,488,377,1046
K10038,71,87,113,300,116,209,22,295,296,261,221,658,111,0,34,79,140,4,77,105,165,120,32,175,12,1050,154,154,347,124,259,147,211,915,2006,474,408,499,430,371,544,673,1349,519,450,600,427,1096
K10039,0,0,0,0,0,12,0,0,5,0,7,8,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,19,0,8,0,13,22,15,21,8,15,35
K10040,0,0,0,0,10,14,0,0,17,0,11,41,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,40,0,28,0,0,8,74,0,0,12,4,0,0,14,0,9,42,73,18,32,52
K10041,0,0,0,0,0,0,5,0,0,0,33,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,8,0,5,0,40,6,8,24
K10046,13,98,137,103,139,96,0,23,0,0,0,91,21,15,0,0,30,0,0,0,0,0,0,17,0,73,52,60,64,74,155,242,73,0,0,0,0,11,0,0,0,7,0,0,0,0,0,0
K10085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,26,0,36,0,199,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0
K10086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,9,98,0,0,81,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
K10089,0,0,0,0,42,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
K10094,326,0,0,0,931,173,0,129,0,0,0,0,0,0,0,6,15,0,6,0,0,0,0,14,0,0,16,28,40,6,29,0,0,0,0,0,133,140,46,201,160,142,178,82,0,0,0,0
K10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,294,230,227,263,962,218,1172,618,251,251,0,0,0,0,6,0,56,0,0,0,0,0
K10107,187,500,543,1076,1314,573,272,267,532,59,29,863,138,0,6,20,99,0,16,191,8,26,86,99,67,1295,2192,2316,2423,1843,2718,2410,4573,967,3068,614,421,721,591,1564,1101,767,729,639,3097,3843,1589,3703
K10108,128,283,218,481,339,528,159,463,436,536,342,1304,194,32,34,121,243,0,181,209,254,183,54,321,3,1738,316,297,272,286,281,148,219,1360,2319,578,404,339,449,339,593,716,1394,608,843,750,715,2063
K10109,244,205,244,620,301,538,97,564,607,655,511,1555,196,17,61,174,285,46,203,193,351,149,73,325,24,2211,461,367,304,238,448,213,321,1580,2771,677,510,392,482,374,718,812,1756,714,1032,1009,842,2596
K10110,119,111,139,338,182,317,47,352,323,397,310,857,82,14,47,110,195,4,94,153,230,112,36,226,19,1346,256,214,141,167,191,137,167,975,1749,470,306,232,292,275,418,474,1025,378,596,660,601,1526
K10111,3680,2427,2716,2836,7304,4023,1172,1517,611,443,931,1330,1139,271,122,243,599,311,140,404,293,124,93,769,228,8704,2857,3031,1912,2466,2132,1008,3760,9228,9611,5168,4709,6421,4807,3823,6451,5153,7076,5007,9779,9734,9961,9044
